# Generated from ../data/13JUL2013/000.dat
time steer_rate steer_rate_est
26.685 0.011277 0.141081
26.69 0.0252747 0.135268
26.695 0.0184123 0.13204
26.7 0.0304727 0.133446
26.705 0.0392585 0.137272
26.71 0.0456589 0.141778
26.715 0.0503216 0.144814
26.72 0.0366587 0.145884
26.725 0.043765 0.145932
26.73 0.0318823 0.143993
26.735 0.0402855 0.143172
26.74 0.0293475 0.141784
26.745 0.0213794 0.138173
26.75 -0.00148485 0.134127
26.755 -0.0010817 0.131968
26.76 -0.000788011 0.130706
26.765 -0.000574045 0.129029
26.77 -0.0174777 0.127122
26.775 -0.0127323 0.126899
26.78 -0.00927536 0.127223
26.785 -0.00675701 0.128861
26.79 -0.0049224 0.129822
26.795 -0.00358592 0.129767
26.8 0.0144472 0.128994
26.805 0.0105246 0.127222
26.81 0.0247266 0.125632
26.815 0.0180131 0.124102
26.82 0.0301818 0.12257
26.825 0.0219872 0.119888
26.83 0.0160174 0.116391
26.835 0.0116685 0.112348
26.84 0.0085004 0.107433
26.845 0.00619245 0.103984
26.85 0.00451114 0.102836
26.855 0.00328632 0.103707
26.86 0.00239406 0.107049
26.865 0.00174405 0.112252
26.87 0.00127053 0.119068
26.875 0.000925563 0.125983
26.88 0.00067427 0.131941
26.885 0.000491209 0.136478
26.89 0.0174173 0.138324
26.895 0.0126884 0.137456
26.9 0.00924334 0.133331
26.905 0.0237932 0.130199
26.91 0.0173331 0.126116
26.915 0.012627 0.121449
26.92 0.00919861 0.116198
26.925 0.00670108 0.111714
26.93 0.0219412 0.108153
26.935 0.0159839 0.105558
26.94 0.0116441 0.105381
26.945 0.00848262 0.106723
26.95 0.00617951 0.110212
26.955 0.00450173 0.11286
26.96 0.020339 0.11513
26.965 0.0148167 0.116106
26.97 0.0107938 0.116776
26.975 0.00786319 0.117994
26.98 0.00572826 0.118082
26.985 0.004173 0.117895
26.99 0.00303999 0.116842
26.995 0.00221461 0.116627
27 0.00161332 0.118954
27.005 0.0011753 0.120832
27.01 0.000856206 0.12212
27.015 0.000623748 0.123598
27.02 0.000454396 0.124413
27.025 0.000331029 0.125847
27.03 0.00024116 0.128392
27.035 0.000175685 0.133384
27.04 0.000128001 0.138791
27.045 0.0171528 0.145772
27.05 0.0124956 0.153896
27.055 0.00910291 0.16166
27.06 0.00663137 0.168172
27.065 0.00483088 0.17053
27.07 0.00351925 0.170329
27.075 0.0196232 0.16691
27.08 0.0142953 0.161901
27.085 0.010414 0.156057
27.09 0.00758651 0.150428
27.095 0.00552671 0.145483
27.1 0.00402614 0.141325
27.105 0.0199925 0.141669
27.11 0.0145644 0.145302
27.115 0.01061 0.149691
27.12 0.00772928 0.152488
